line,NC,X,Y,Z,A,B,C,R,F,vX,vY,vZ,vA,vB,vC,time,cumulative time
130,A168.757,0.0000000000,0.0000000000,26.0000000000,168.7570000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3211650137
131,A167.844,0.0000000000,0.0000000000,26.0000000000,167.8440000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3215788068
132,A166.932,0.0000000000,0.0000000000,26.0000000000,166.9320000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3219930536
133,A166.02,0.0000000000,0.0000000000,26.0000000000,166.0200000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3224068467
134,A165.108,0.0000000000,0.0000000000,26.0000000000,165.1080000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3228206398
135,A164.196,0.0000000000,0.0000000000,26.0000000000,164.1960000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3232344330
136,A163.284,0.0000000000,0.0000000000,26.0000000000,163.2840000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3236482261
137,A162.372,0.0000000000,0.0000000000,26.0000000000,162.3720000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3240620192
138,A161.459,0.0000000000,0.0000000000,26.0000000000,161.4590000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3244758123
139,A160.547,0.0000000000,0.0000000000,26.0000000000,160.5470000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3248900591
140,A159.635,0.0000000000,0.0000000000,26.0000000000,159.6350000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3253038522
141,A158.723,0.0000000000,0.0000000000,26.0000000000,158.7230000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3257176453
142,A157.81,0.0000000000,0.0000000000,26.0000000000,157.8100000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3261314384
143,A156.898,0.0000000000,0.0000000000,26.0000000000,156.8980000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3265456852
144,A155.986,0.0000000000,0.0000000000,26.0000000000,155.9860000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3269594783
145,A155.073,0.0000000000,0.0000000000,26.0000000000,155.0730000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3273732714
146,A154.161,0.0000000000,0.0000000000,26.0000000000,154.1610000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3277875183
147,A153.248,0.0000000000,0.0000000000,26.0000000000,153.2480000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3282013114
148,A152.336,0.0000000000,0.0000000000,26.0000000000,152.3360000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3286155582
149,A151.423,0.0000000000,0.0000000000,26.0000000000,151.4230000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3290293513
150,A150.51,0.0000000000,0.0000000000,26.0000000000,150.5100000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3294435981
151,A149.598,0.0000000000,0.0000000000,26.0000000000,149.5980000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3298578449
152,A148.686,0.0000000000,0.0000000000,26.0000000000,148.6860000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3302716380
153,A147.775,0.0000000000,0.0000000000,26.0000000000,147.7750000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.3306854311
154,A146.863,0.0000000000,0.0000000000,26.0000000000,146.8630000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3310987705
155,A145.951,0.0000000000,0.0000000000,26.0000000000,145.9510000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3315125636
156,A145.039,0.0000000000,0.0000000000,26.0000000000,145.0390000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3319263567
157,A144.128,0.0000000000,0.0000000000,26.0000000000,144.1280000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.3323401498
158,A143.216,0.0000000000,0.0000000000,26.0000000000,143.2160000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3327534892
159,A142.304,0.0000000000,0.0000000000,26.0000000000,142.3040000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3331672823
160,A141.392,0.0000000000,0.0000000000,26.0000000000,141.3920000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3335810754
161,A140.48,0.0000000000,0.0000000000,26.0000000000,140.4800000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3339948685
162,A139.568,0.0000000000,0.0000000000,26.0000000000,139.5680000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3344086616
163,A138.656,0.0000000000,0.0000000000,26.0000000000,138.6560000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3348224547
164,A137.744,0.0000000000,0.0000000000,26.0000000000,137.7440000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3352362478
165,A136.832,0.0000000000,0.0000000000,26.0000000000,136.8320000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3356500409
166,A135.92,0.0000000000,0.0000000000,26.0000000000,135.9200000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3360638340
167,A135.008,0.0000000000,0.0000000000,26.0000000000,135.0080000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3364776271
168,A134.095,0.0000000000,0.0000000000,26.0000000000,134.0950000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3368914202
169,A133.183,0.0000000000,0.0000000000,26.0000000000,133.1830000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3373056671
170,A132.271,0.0000000000,0.0000000000,26.0000000000,132.2710000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3377194602
171,A131.359,0.0000000000,0.0000000000,26.0000000000,131.3590000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3381332533
172,A130.447,0.0000000000,0.0000000000,26.0000000000,130.4470000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3385470464
173,A129.534,0.0000000000,0.0000000000,26.0000000000,129.5340000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3389608395
174,A128.622,0.0000000000,0.0000000000,26.0000000000,128.6220000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3393750863
175,A127.71,0.0000000000,0.0000000000,26.0000000000,127.7100000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3397888794
176,A126.797,0.0000000000,0.0000000000,26.0000000000,126.7970000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3402026725
177,A125.885,0.0000000000,0.0000000000,26.0000000000,125.8850000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3406169193
178,A124.972,0.0000000000,0.0000000000,26.0000000000,124.9720000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3410307124
179,A124.06,0.0000000000,0.0000000000,26.0000000000,124.0600000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3414449593
180,A123.147,0.0000000000,0.0000000000,26.0000000000,123.1470000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3418587524
181,A122.235,0.0000000000,0.0000000000,26.0000000000,122.2350000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3422729992
182,A121.322,0.0000000000,0.0000000000,26.0000000000,121.3220000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3426867923
183,A120.41,0.0000000000,0.0000000000,26.0000000000,120.4100000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3431010391
184,A119.497,0.0000000000,0.0000000000,26.0000000000,119.4970000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3435148322
185,A118.586,0.0000000000,0.0000000000,26.0000000000,118.5860000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.3439290790
186,A117.674,0.0000000000,0.0000000000,26.0000000000,117.6740000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3443424184
187,A116.762,0.0000000000,0.0000000000,26.0000000000,116.7620000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3447562115
188,A115.851,0.0000000000,0.0000000000,26.0000000000,115.8510000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.3451700046
189,A114.939,0.0000000000,0.0000000000,26.0000000000,114.9390000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3455833440
190,A114.027,0.0000000000,0.0000000000,26.0000000000,114.0270000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3459971371
191,A113.115,0.0000000000,0.0000000000,26.0000000000,113.1150000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3464109302
192,A112.203,0.0000000000,0.0000000000,26.0000000000,112.2030000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3468247233
193,A111.291,0.0000000000,0.0000000000,26.0000000000,111.2910000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3472385164
194,A110.379,0.0000000000,0.0000000000,26.0000000000,110.3790000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3476523095
195,A109.467,0.0000000000,0.0000000000,26.0000000000,109.4670000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3480661026
196,A108.555,0.0000000000,0.0000000000,26.0000000000,108.5550000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3484798957
197,A107.643,0.0000000000,0.0000000000,26.0000000000,107.6430000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3488936888
198,A106.731,0.0000000000,0.0000000000,26.0000000000,106.7310000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3493074820
199,A105.819,0.0000000000,0.0000000000,26.0000000000,105.8190000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3497212751
200,A104.907,0.0000000000,0.0000000000,26.0000000000,104.9070000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3501350682
201,A103.995,0.0000000000,0.0000000000,26.0000000000,103.9950000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3505488613
202,A103.083,0.0000000000,0.0000000000,26.0000000000,103.0830000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3509626544
203,A102.17,0.0000000000,0.0000000000,26.0000000000,102.1700000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3513764475
204,A101.258,0.0000000000,0.0000000000,26.0000000000,101.2580000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3517906943
205,A100.346,0.0000000000,0.0000000000,26.0000000000,100.3460000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3522044874
206,A99.434,0.0000000000,0.0000000000,26.0000000000,99.4340000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3526182805
207,A98.521,0.0000000000,0.0000000000,26.0000000000,98.5210000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3530320736
208,A97.609,0.0000000000,0.0000000000,26.0000000000,97.6090000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3534463204
209,A96.697,0.0000000000,0.0000000000,26.0000000000,96.6970000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3538601135
210,A95.784,0.0000000000,0.0000000000,26.0000000000,95.7840000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3542739066
211,A94.872,0.0000000000,0.0000000000,26.0000000000,94.8720000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3546881535
212,A93.959,0.0000000000,0.0000000000,26.0000000000,93.9590000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3551019466
213,A93.047,0.0000000000,0.0000000000,26.0000000000,93.0470000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3555161934
214,A92.134,0.0000000000,0.0000000000,26.0000000000,92.1340000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3559299865
215,A91.222,0.0000000000,0.0000000000,26.0000000000,91.2220000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3563442333
216,A90.309,0.0000000000,0.0000000000,26.0000000000,90.3090000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3567580264
217,A89.397,0.0000000000,0.0000000000,26.0000000000,89.3970000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3571722732
218,A88.485,0.0000000000,0.0000000000,26.0000000000,88.4850000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3575860663
219,A87.574,0.0000000000,0.0000000000,26.0000000000,87.5740000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.3579998594
220,A86.662,0.0000000000,0.0000000000,26.0000000000,86.6620000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3584131988
221,A85.75,0.0000000000,0.0000000000,26.0000000000,85.7500000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3588269919
222,A84.838,0.0000000000,0.0000000000,26.0000000000,84.8380000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3592407850
223,A83.926,0.0000000000,0.0000000000,26.0000000000,83.9260000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3596545781
224,A83.015,0.0000000000,0.0000000000,26.0000000000,83.0150000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.3600683712
225,A82.103,0.0000000000,0.0000000000,26.0000000000,82.1030000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3604817106
226,A81.191,0.0000000000,0.0000000000,26.0000000000,81.1910000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3608955037
227,A80.279,0.0000000000,0.0000000000,26.0000000000,80.2790000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3613092968
228,A79.367,0.0000000000,0.0000000000,26.0000000000,79.3670000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3617230899
229,A78.455,0.0000000000,0.0000000000,26.0000000000,78.4550000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3621368830
230,A77.543,0.0000000000,0.0000000000,26.0000000000,77.5430000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3625506761
231,A76.631,0.0000000000,0.0000000000,26.0000000000,76.6310000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3629644692
232,A75.719,0.0000000000,0.0000000000,26.0000000000,75.7190000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3633782624
233,A74.806,0.0000000000,0.0000000000,26.0000000000,74.8060000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3637920555
234,A73.894,0.0000000000,0.0000000000,26.0000000000,73.8940000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3642063023
235,A72.982,0.0000000000,0.0000000000,26.0000000000,72.9820000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3646200954
236,A72.07,0.0000000000,0.0000000000,26.0000000000,72.0700000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3650338885
237,A71.158,0.0000000000,0.0000000000,26.0000000000,71.1580000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3654476816
238,A70.245,0.0000000000,0.0000000000,26.0000000000,70.2450000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3658614747
239,A69.333,0.0000000000,0.0000000000,26.0000000000,69.3330000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3662757215
240,A68.421,0.0000000000,0.0000000000,26.0000000000,68.4210000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3666895146
241,A67.508,0.0000000000,0.0000000000,26.0000000000,67.5080000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3671033077
242,A66.596,0.0000000000,0.0000000000,26.0000000000,66.5960000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3675175545
243,A65.684,0.0000000000,0.0000000000,26.0000000000,65.6840000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3679313477
244,A64.771,0.0000000000,0.0000000000,26.0000000000,64.7710000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3683451408
245,A63.859,0.0000000000,0.0000000000,26.0000000000,63.8590000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3687593876
246,A62.946,0.0000000000,0.0000000000,26.0000000000,62.9460000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3691731807
247,A62.034,0.0000000000,0.0000000000,26.0000000000,62.0340000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3695874275
248,A61.121,0.0000000000,0.0000000000,26.0000000000,61.1210000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3700012206
249,A60.209,0.0000000000,0.0000000000,26.0000000000,60.2090000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3704154674
250,A59.296,0.0000000000,0.0000000000,26.0000000000,59.2960000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3708292605
251,A58.385,0.0000000000,0.0000000000,26.0000000000,58.3850000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.3712435074
252,A57.473,0.0000000000,0.0000000000,26.0000000000,57.4730000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3716568467
253,A56.561,0.0000000000,0.0000000000,26.0000000000,56.5610000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3720706398
254,A55.65,0.0000000000,0.0000000000,26.0000000000,55.6500000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.3724844330
255,A54.738,0.0000000000,0.0000000000,26.0000000000,54.7380000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3728977723
256,A53.826,0.0000000000,0.0000000000,26.0000000000,53.8260000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3733115654
257,A52.914,0.0000000000,0.0000000000,26.0000000000,52.9140000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3737253585
258,A52.002,0.0000000000,0.0000000000,26.0000000000,52.0020000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3741391516
259,A51.09,0.0000000000,0.0000000000,26.0000000000,51.0900000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3745529447
260,A50.178,0.0000000000,0.0000000000,26.0000000000,50.1780000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3749667379
261,A49.266,0.0000000000,0.0000000000,26.0000000000,49.2660000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3753805310
